lootid,score,rare
3616,2760,1691
7811,2760,1692
2161,2761,1693
2865,2761,1694
5826,2761,1695
7352,2761,1696
1635,2763,1697
2978,2763,1698
4112,2763,1699
30,2764,1700
1429,2764,1701
1932,2764,1702
4581,2764,1703
2606,2767,1704
5017,2767,1705
5264,2767,1706
1657,2768,1707
3163,2768,1708
7267,2768,1709
7848,2768,1710
607,2769,1711
905,2769,1712
2472,2770,1713
3132,2770,1714
5735,2770,1715
6368,2771,1716
4645,2772,1717
6935,2772,1718
322,2773,1719
552,2773,1720
1437,2773,1721
6132,2774,1722
7152,2774,1723
2984,2775,1724
4835,2775,1725
6128,2775,1726
7787,2775,1727
96,2776,1728
2793,2776,1729
5268,2776,1730
6736,2776,1731
7007,2776,1732
4438,2777,1733
355,2779,1734
3391,2779,1735
3938,2779,1736
5011,2779,1737
7911,2779,1738
10,2780,1739
1711,2780,1740
5781,2780,1741
6065,2780,1742
7876,2780,1743
7985,2780,1744
6854,2782,1745
6958,2782,1746
135,2783,1747
1606,2784,1748
6613,2784,1749
7749,2784,1750
7445,2785,1751
7665,2785,1752
2508,2786,1753
2723,2786,1754
3534,2786,1755
4589,2786,1756
3788,2787,1757
5071,2788,1758
6570,2788,1759
565,2789,1760
2619,2789,1761
7114,2789,1762
2997,2790,1763
7282,2790,1764
5662,2792,1765
7137,2792,1766
973,2793,1767
4237,2793,1768
5691,2793,1769
6158,2793,1770
4074,2794,1771
7922,2794,1772
2052,2795,1773
3402,2797,1774
6557,2797,1775
1514,2798,1776
2243,2798,1777
533,2799,1778
609,2799,1779
2585,2799,1780
6598,2799,1781
2562,2800,1782
7066,2800,1783
7238,2800,1784
7475,2800,1785
746,2801,1786
1379,2801,1787
1629,2801,1788
7227,2801,1789
792,2803,1790
800,2803,1791
4700,2803,1792
7142,2803,1793
2280,2805,1794
3361,2805,1795
4636,2805,1796
5137,2805,1797
7261,2805,1798
7494,2805,1799
5417,2806,1800
5426,2806,1801
5684,2806,1802
6634,2806,1803
6738,2806,1804
2296,2807,1805
2624,2807,1806
6501,2807,1807
7816,2807,1808
3010,2808,1809
3201,2808,1810
5106,2808,1811
7783,2808,1812
4875,2809,1813
7157,2809,1814
6355,2810,1815
7590,2810,1816
3152,2811,1817
6331,2811,1818
1751,2812,1819
2516,2812,1820
4594,2812,1821
1810,2813,1822
3284,2813,1823
4664,2813,1824
7519,2813,1825
4639,2814,1826
5203,2814,1827
5351,2814,1828
6811,2814,1829
909,2815,1830
7246,2815,1831
2545,2816,1832
5744,2816,1833
3647,2817,1834
5202,2817,1835
5995,2817,1836
6999,2817,1837
7044,2817,1838
4933,2818,1839
4055,2819,1840
5423,2819,1841
6361,2819,1842
6576,2819,1843
302,2820,1844
577,2820,1845
3972,2820,1846
6146,2820,1847
1094,2821,1848
7650,2821,1849
702,2823,1850
4257,2823,1851
5288,2823,1852
7895,2823,1853
961,2824,1854
2357,2824,1855
5778,2824,1856
1360,2825,1857
1791,2825,1858
1945,2825,1859
4204,2825,1860
5133,2825,1861
5602,2825,1862
6589,2825,1863
6989,2825,1864
1974,2827,1865
6474,2827,1866
6,2828,1867
522,2829,1868
583,2829,1869
1768,2833,1870
1950,2833,1871
4001,2833,1872
6837,2833,1873
1458,2834,1874
6957,2834,1875
5436,2835,1876
3518,2836,1877
3634,2836,1878
5053,2836,1879
5258,2836,1880
7082,2836,1881
3103,2837,1882
4558,2837,1883
7275,2837,1884
7483,2837,1885
3737,2838,1886
6532,2838,1887
2699,2839,1888
4553,2839,1889
7262,2839,1890
1000,2842,1891
1582,2844,1892
1933,2844,1893
4943,2844,1894
6013,2845,1895
88,2847,1896
1722,2847,1897
2046,2847,1898
4267,2847,1899
6641,2848,1900
7158,2848,1901
7367,2849,1902
7406,2850,1903
1209,2851,1904
1347,2851,1905
4548,2852,1906
6335,2852,1907
762,2853,1908
2101,2853,1909
2459,2853,1910
4287,2853,1911
6074,2853,1912
637,2854,1913
1047,2854,1914
3342,2854,1915
7768,2854,1916
1892,2855,1917
4850,2855,1918
6050,2855,1919
1643,2857,1920
2751,2857,1921
3902,2857,1922
858,2858,1923
7805,2858,1924
1913,2859,1925
2800,2859,1926
3236,2859,1927
4265,2860,1928
6170,2860,1929
4362,2861,1930
5339,2861,1931
1573,2863,1932
2863,2864,1933
5512,2864,1934
3066,2866,1935
6674,2869,1936
1744,2870,1937
3407,2870,1938
2945,2871,1939
7134,2871,1940
6028,2872,1941
6179,2872,1942
6621,2872,1943
5403,2873,1944
7587,2873,1945
666,2874,1946
2873,2874,1947
3968,2876,1948
6317,2876,1949
1432,2879,1950
4857,2879,1951
5193,2879,1952
7966,2879,1953
2602,2880,1954
7972,2880,1955
766,2881,1956
697,2882,1957
4395,2882,1958
22,2883,1959
2047,2883,1960
4653,2884,1961
6133,2885,1962
6789,2885,1963
7798,2887,1964
5254,2888,1965
4819,2889,1966
3140,2890,1967
6566,2890,1968
7778,2890,1969
406,2891,1970
4755,2892,1971
5363,2892,1972
725,2893,1973
3112,2893,1974
4354,2895,1975
1967,2896,1976
7390,2896,1977
1763,2899,1978
1062,2900,1979
3246,2900,1980
531,2901,1981
2032,2901,1982
6911,2901,1983
7264,2901,1984
5169,2902,1985
6622,2902,1986
2045,2903,1987
1168,2904,1988
3008,2904,1989
3905,2905,1990
3844,2906,1991
6080,2906,1992
6550,2906,1993
5643,2907,1994
773,2910,1995
5402,2910,1996
5790,2910,1997
2838,2912,1998
7486,2912,1999
698,2913,2000
1216,2913,2001
2210,2913,2002
1480,2914,2003
6200,2914,2004
2329,2916,2005
2930,2916,2006
2070,2917,2007
3194,2917,2008
735,2918,2009
2942,2918,2010
7497,2918,2011
2594,2919,2012
3419,2920,2013
7499,2920,2014
2963,2921,2015
4190,2921,2016
7630,2921,2017
1314,2922,2018
4366,2922,2019
4550,2922,2020
200,2924,2021
4734,2924,2022
7162,2924,2023
7991,2924,2024
66,2927,2025
83,2928,2026
2641,2928,2027
4014,2928,2028
4105,2928,2029
7234,2928,2030
2483,2929,2031
6746,2929,2032
6507,2931,2033
7212,2931,2034
5703,2935,2035
1445,2937,2036
2835,2937,2037
2714,2938,2038
1840,2939,2039
6611,2939,2040
5410,2940,2041
7316,2940,2042
5309,2942,2043
1068,2943,2044
3611,2943,2045
3721,2943,2046
6581,2944,2047
288,2945,2048
7344,2945,2049
2339,2946,2050
6441,2946,2051
3122,2947,2052
3127,2947,2053
6377,2948,2054
7239,2949,2055
1886,2950,2056
5638,2950,2057
7660,2950,2058
775,2951,2059
2827,2952,2060
4193,2953,2061
6248,2954,2062
4365,2955,2063
948,2956,2064
7232,2956,2065
3002,2958,2066
273,2959,2067
7844,2959,2068
5305,2960,2069
7479,2961,2070
3,2962,2071
2716,2962,2072
2909,2962,2073
2319,2963,2074
1533,2965,2075
695,2966,2076
89,2968,2077
4402,2968,2078
7243,2968,2079
7300,2968,2080
4427,2969,2081
2128,2971,2082
6419,2971,2083
908,2972,2084
5961,2972,2085
7104,2973,2086
7976,2973,2087
3872,2977,2088
1427,2978,2089
3121,2979,2090
5108,2979,2091
7722,2980,2092
1036,2981,2093
6309,2982,2094
994,2983,2095
2300,2984,2096
405,2985,2097
4234,2985,2098
2644,2992,2099
2082,2995,2100
4964,2995,2101
1655,2997,2102
1850,2998,2103
4528,2998,2104
6761,2999,2105
7701,2999,2106
2305,3001,2107
2817,3002,2108
7058,3002,2109
2528,3004,2110
5156,3004,2111
3459,3005,2112
1931,3006,2113
7301,3007,2114
3687,3008,2115
5471,3008,2116
2424,3011,2117
720,3013,2118
1957,3014,2119
3408,3014,2120
4624,3014,2121
3501,3015,2122
2735,3016,2123
3213,3018,2124
4484,3018,2125
5074,3019,2126
4180,3020,2127
4414,3020,2128
7635,3020,2129
7994,3020,2130
5530,3021,2131
7380,3021,2132
3405,3022,2133
4940,3022,2134
460,3024,2135
2389,3024,2136
7105,3024,2137
7700,3024,2138
1922,3025,2139
5303,3025,2140
6416,3025,2141
1608,3026,2142
7458,3026,2143
1069,3027,2144
1997,3027,2145
1819,3028,2146
6030,3029,2147
1996,3030,2148
6511,3030,2149
5931,3031,2150
7501,3032,2151
7534,3032,2152
4709,3034,2153
277,3036,2154
3736,3037,2155
5160,3037,2156
5729,3037,2157
2897,3040,2158
4145,3040,2159
1117,3042,2160
4823,3042,2161
5010,3042,2162
749,3044,2163
1323,3045,2164
3703,3045,2165
4476,3045,2166
2917,3046,2167
6894,3047,2168
3488,3048,2169
3870,3048,2170
7065,3050,2171
953,3051,2172
5480,3051,2173
7467,3052,2174
7422,3054,2175
1704,3055,2176
3032,3055,2177
5086,3056,2178
1507,3057,2179
3738,3057,2180
7280,3057,2181
4103,3058,2182
5756,3059,2183
644,3060,2184
3489,3060,2185
25,3064,2186
3168,3066,2187
6705,3066,2188
2969,3067,2189
3088,3067,2190
3689,3067,2191
4172,3069,2192
4405,3069,2193
312,3071,2194
5213,3071,2195
1540,3072,2196
4316,3072,2197
4540,3072,2198
5418,3073,2199
6363,3073,2200
6679,3073,2201
7943,3073,2202
867,3074,2203
4975,3075,2204
2834,3076,2205
7061,3076,2206
2163,3077,2207
4330,3077,2208
6210,3077,2209
245,3078,2210
3913,3079,2211
45,3080,2212
5136,3080,2213
1123,3081,2214
4248,3081,2215
1614,3082,2216
3605,3083,2217
5191,3084,2218
4195,3085,2219
4371,3085,2220
1651,3086,2221
7832,3086,2222
1738,3087,2223
7504,3087,2224
1874,3088,2225
3364,3088,2226
5900,3088,2227
5231,3091,2228
3382,3092,2229
4855,3093,2230
2776,3095,2231
2998,3095,2232
5414,3095,2233
5654,3095,2234
6751,3095,2235
537,3096,2236
3843,3096,2237
6157,3096,2238
2745,3097,2239
2553,3100,2240
960,3101,2241
2173,3101,2242
2958,3102,2243
6914,3102,2244
6945,3102,2245
532,3103,2246
4229,3103,2247
7681,3103,2248
407,3104,2249
3948,3104,2250
5779,3104,2251
4281,3105,2252
5365,3105,2253
7353,3106,2254
1471,3107,2255
464,3108,2256
4381,3108,2257
4818,3108,2258
413,3109,2259
3723,3109,2260
4844,3109,2261
5269,3109,2262
7554,3109,2263
897,3110,2264
4723,3110,2265
5807,3110,2266
7355,3110,2267
4280,3111,2268
519,3112,2269
2805,3112,2270
2158,3113,2271
4858,3113,2272
1815,3114,2273
3965,3114,2274
970,3115,2275
4640,3115,2276
1038,3116,2277
3462,3116,2278
3584,3117,2279
2731,3119,2280
6967,3119,2281
937,3120,2282
1240,3120,2283
1509,3120,2284
4628,3122,2285
632,3123,2286
2627,3123,2287
5185,3123,2288
6562,3123,2289
1765,3124,2290
5750,3124,2291
136,3125,2292
3355,3125,2293
1101,3126,2294
865,3127,2295
1108,3127,2296
3422,3127,2297
6917,3127,2298
5534,3128,2299
7937,3128,2300
6143,3129,2301
7004,3129,2302
7491,3129,2303
2324,3130,2304
3860,3130,2305
7446,3130,2306
843,3131,2307
3629,3131,2308
5940,3131,2309
3025,3132,2310
4719,3132,2311
3812,3133,2312
336,3134,2313
2346,3134,2314
3923,3134,2315
4199,3134,2316
7318,3134,2317
265,3136,2318
1555,3136,2319
2003,3136,2320
3129,3136,2321
2782,3137,2322
231,3138,2323
1943,3138,2324
4742,3138,2325
5066,3138,2326
1004,3139,2327
364,3140,2328
3545,3140,2329
7883,3140,2330
4031,3142,2331
1210,3143,2332
3502,3143,2333
4266,3143,2334
6005,3144,2335
4269,3145,2336
1700,3146,2337
7222,3146,2338
7244,3146,2339
7557,3147,2340
3533,3148,2341
5764,3148,2342
1910,3149,2343
5368,3150,2344
1836,3151,2345
5776,3152,2346
938,3153,2347
2649,3153,2348
7597,3153,2349
7634,3153,2350
449,3154,2351
807,3154,2352
2443,3154,2353
7551,3154,2354
1346,3155,2355
1058,3156,2356
3456,3156,2357
4703,3157,2358
7950,3157,2359
3390,3159,2360
4227,3159,2361
4242,3160,2362
5109,3160,2363
3368,3161,2364
5856,3161,2365
4022,3162,2366
5445,3162,2367
4530,3163,2368
5689,3163,2369
7255,3163,2370
3286,3164,2371
1394,3165,2372
5219,3165,2373
1549,3166,2374
2895,3166,2375
246,3167,2376
1563,3167,2377
3642,3169,2378
4954,3170,2379
6593,3170,2380
31,3171,2381
6698,3171,2382
7871,3171,2383
4591,3172,2384
5490,3172,2385
5996,3172,2386
1453,3173,2387
3003,3173,2388
3440,3173,2389
1145,3176,2390
1631,3176,2391
2169,3176,2392
3130,3176,2393
727,3177,2394
2151,3178,2395
4849,3178,2396
5404,3178,2397
6541,3178,2398
598,3179,2399
2379,3179,2400
5963,3180,2401
6477,3180,2402
760,3181,2403
880,3181,2404
873,3182,2405
2537,3183,2406
4778,3183,2407
701,3184,2408
4603,3185,2409
864,3186,2410
1736,3186,2411
7374,3186,2412
7411,3186,2413
5284,3187,2414
7199,3188,2415
7430,3189,2416
7992,3190,2417
3060,3191,2418
1120,3192,2419
2713,3192,2420
6172,3192,2421
6301,3192,2422
1156,3194,2423
1505,3194,2424
2309,3194,2425
3226,3194,2426
5180,3195,2427
58,3196,2428
1805,3196,2429
7839,3196,2430
5324,3197,2431
6026,3197,2432
7362,3197,2433
2321,3199,2434
2675,3199,2435
7815,3199,2436
2923,3200,2437
7024,3200,2438
3366,3201,2439
4391,3203,2440
2142,3204,2441
3529,3204,2442
5265,3204,2443
469,3205,2444
2603,3205,2445
7383,3205,2446
3263,3206,2447
7826,3206,2448
1969,3207,2449
3185,3207,2450
3239,3207,2451
5223,3207,2452
7867,3207,2453
3050,3208,2454
3483,3208,2455
4935,3210,2456
6653,3210,2457
7821,3210,2458
6960,3211,2459
5612,3212,2460
2140,3213,2461
6242,3213,2462
2260,3214,2463
2845,3214,2464
3645,3214,2465
2509,3216,2466
3741,3217,2467
6116,3218,2468
6359,3218,2469
2222,3219,2470
5049,3219,2471
1457,3220,2472
4458,3221,2473
623,3223,2474
4494,3223,2475
60,3227,2476
5030,3227,2477
5299,3227,2478
7610,3228,2479
4045,3229,2480
420,3230,2481
3406,3230,2482
7789,3230,2483
619,3231,2484
1565,3232,2485
7375,3232,2486
6130,3233,2487
1786,3234,2488
4691,3236,2489
6899,3236,2490
2492,3237,2491
7272,3237,2492
7611,3237,2493
2301,3239,2494
2008,3240,2495
6889,3240,2496
1848,3241,2497
3763,3241,2498
4485,3241,2499
5000,3241,2500
6476,3241,2501
5081,3242,2502
6009,3242,2503
5335,3244,2504
6766,3244,2505
1764,3245,2506
811,3246,2507
7741,3246,2508
624,3247,2509
3135,3249,2510
6556,3249,2511
4501,3251,2512
6719,3251,2513
2457,3252,2514
6420,3252,2515
6228,3253,2516
1506,3254,2517
4252,3254,2518
5893,3254,2519
7027,3254,2520
2095,3255,2521
223,3256,2522
4900,3256,2523
5138,3256,2524
291,3257,2525
7522,3257,2526
7774,3257,2527
799,3259,2528
4773,3259,2529
1088,3260,2530
3940,3260,2531
7023,3261,2532
5650,3262,2533
7888,3262,2534
3793,3263,2535
3159,3264,2536
3576,3264,2537
2322,3266,2538
6563,3266,2539
293,3267,2540
4512,3269,2541
7393,3269,2542
7215,3270,2543
3257,3271,2544
6433,3272,2545
7963,3272,2546
2640,3273,2547
3461,3273,2548
29,3274,2549
5655,3274,2550
1983,3275,2551
2002,3275,2552
5016,3275,2553
6636,3275,2554
7617,3275,2555
1383,3276,2556
1946,3276,2557
7236,3277,2558
1179,3278,2559
2966,3278,2560
4468,3278,2561
1888,3280,2562
848,3281,2563
6737,3282,2564
572,3284,2565
2908,3284,2566
3936,3284,2567
6453,3284,2568
2061,3285,2569
2542,3285,2570
378,3286,2571
1233,3287,2572
2749,3287,2573
3527,3288,2574
5520,3288,2575
73,3291,2576
724,3291,2577
1780,3295,2578
437,3296,2579
2786,3296,2580
5164,3296,2581
2012,3300,2582
5636,3300,2583
4608,3301,2584
4834,3301,2585
6696,3303,2586
7164,3304,2587
2488,3305,2588
7938,3305,2589
662,3306,2590
578,3308,2591
3692,3308,2592
6405,3308,2593
2538,3309,2594
936,3311,2595
1971,3311,2596
5720,3311,2597
1066,3312,2598
2182,3312,2599
7415,3312,2600
2846,3313,2601
5134,3313,2602
620,3315,2603
1177,3315,2604
1912,3316,2605
5933,3316,2606
6961,3316,2607
7135,3316,2608
7788,3316,2609
299,3317,2610
4350,3317,2611
4430,3317,2612
6752,3317,2613
5509,3318,2614
6106,3318,2615
213,3319,2616
6488,3319,2617
4042,3320,2618
2623,3321,2619
3657,3321,2620
5754,3321,2621
3808,3322,2622
4380,3322,2623
2642,3323,2624
7123,3323,2625
1600,3324,2626
379,3325,2627
3477,3327,2628
6865,3328,2629
3636,3330,2630
4449,3330,2631
1376,3331,2632
4644,3331,2633
6299,3331,2634
7442,3331,2635
3110,3332,2636
5861,3332,2637
5412,3333,2638
7535,3334,2639
7933,3335,2640
371,3336,2641
739,3336,2642
6341,3336,2643
1165,3337,2644
5329,3337,2645
5373,3338,2646
6644,3338,2647
3153,3339,2648
7103,3339,2649
1472,3342,2650
2133,3342,2651
3350,3342,2652
4662,3342,2653
5495,3342,2654
5421,3344,2655
6906,3345,2656
7781,3345,2657
3795,3347,2658
7117,3347,2659
7397,3347,2660
5796,3348,2661
5800,3349,2662
1990,3350,2663
2411,3351,2664
4328,3351,2665
3570,3352,2666
7493,3352,2667
185,3353,2668
5286,3353,2669
304,3354,2670
3984,3354,2671
6064,3354,2672
4214,3355,2673
6937,3355,2674
7184,3355,2675
673,3356,2676
3884,3356,2677
332,3357,2678
2651,3357,2679
3202,3358,2680
7746,3358,2681
6337,3363,2682
1548,3364,2683
6241,3364,2684
4997,3365,2685
7733,3366,2686
7621,3367,2687
7742,3368,2688
982,3370,2689
2009,3370,2690
5173,3371,2691
5914,3371,2692
6113,3371,2693
3409,3372,2694
483,3376,2695
276,3378,2696
2063,3378,2697
2637,3378,2698
6456,3378,2699
154,3379,2700
627,3379,2701
3448,3379,2702
6018,3379,2703
3035,3382,2704
1318,3383,2705
6487,3383,2706
1172,3384,2707
4911,3384,2708
6617,3384,2709
1596,3385,2710
2466,3386,2711
4115,3387,2712
4697,3387,2713
3907,3388,2714
4431,3388,2715
6786,3388,2716
7322,3388,2717
7694,3388,2718
6139,3389,2719
1872,3392,2720
2024,3392,2721
999,3393,2722
5319,3393,2723
1760,3394,2724
608,3395,2725
1130,3395,2726
6253,3396,2727
502,3397,2728
1128,3397,2729
1826,3397,2730
7382,3399,2731
156,3400,2732
4825,3400,2733
6442,3400,2734
2214,3401,2735
3051,3401,2736
2557,3402,2737
4805,3402,2738
7752,3402,2739
1593,3403,2740
2536,3403,2741
1720,3404,2742
6953,3404,2743
5187,3405,2744
7619,3405,2745
2992,3406,2746
342,3407,2747
3374,3407,2748
6758,3407,2749
7366,3407,2750
4927,3409,2751
5559,3409,2752
4426,3410,2753
1020,3412,2754
4529,3413,2755
6100,3413,2756
7052,3414,2757
2043,3415,2758
5671,3415,2759
6052,3416,2760
1257,3418,2761
1239,3419,2762
1792,3419,2763
6928,3419,2764
5090,3420,2765
2358,3421,2766
1712,3422,2767
6787,3422,2768
7033,3422,2769
2135,3425,2770
7585,3425,2771
7990,3425,2772
1245,3426,2773
6007,3426,2774
7096,3426,2775
798,3429,2776
1759,3430,2777
5149,3430,2778
7408,3430,2779
1599,3431,2780
2388,3431,2781
4339,3431,2782
340,3432,2783
1158,3432,2784
1040,3433,2785
1664,3433,2786
5719,3433,2787
37,3434,2788
2250,3434,2789
4714,3434,2790
5553,3434,2791
2262,3435,2792
3508,3435,2793
4013,3435,2794
4479,3435,2795
5298,3435,2796
653,3436,2797
1462,3436,2798
3996,3436,2799
5929,3436,2800
4884,3437,2801
5839,3437,2802
6393,3437,2803
1015,3438,2804
2608,3439,2805
4746,3440,2806
2741,3442,2807
1496,3443,2808
2544,3443,2809
1413,3444,2810
7793,3444,2811
1324,3445,2812
2910,3445,2813
1404,3446,2814
3894,3446,2815
363,3447,2816
6415,3447,2817
6984,3447,2818
1134,3448,2819
3030,3448,2820
3829,3448,2821
5649,3449,2822
6954,3449,2823
7028,3449,2824
6844,3450,2825
3480,3451,2826
5032,3451,2827
6748,3451,2828
3158,3452,2829
1244,3453,2830
4930,3453,2831
7195,3453,2832
1787,3455,2833
2267,3455,2834
3558,3456,2835
5001,3456,2836
1364,3457,2837
2447,3457,2838
3216,3458,2839
4089,3458,2840
5341,3458,2841
7474,3458,2842
3933,3461,2843
4996,3461,2844
7906,3463,2845
1005,3464,2846
5174,3465,2847
7313,3465,2848
3515,3466,2849
5393,3466,2850
2701,3467,2851
6475,3467,2852
1251,3468,2853
2837,3468,2854
6129,3469,2855
7747,3469,2856
2569,3471,2857
4692,3471,2858
7204,3472,2859
7341,3472,2860
208,3475,2861
2955,3476,2862
6985,3476,2863
7092,3477,2864
7627,3477,2865
40,3478,2866
1691,3478,2867
3807,3478,2868
4318,3478,2869
3819,3479,2870
4146,3479,2871
1518,3480,2872
5054,3480,2873
2019,3481,2874
4446,3481,2875
5034,3481,2876
4724,3482,2877
4417,3484,2878
6473,3484,2879
7539,3484,2880
5085,3485,2881
2914,3486,2882
7409,3487,2883
930,3488,2884
2303,3488,2885
3169,3488,2886
4293,3489,2887
7529,3490,2888
2041,3491,2889
6427,3491,2890
7687,3491,2891
3100,3492,2892
3787,3493,2893
585,3494,2894
2105,3495,2895
6432,3495,2896
3482,3496,2897
5378,3496,2898
5892,3496,2899
7001,3496,2900
7357,3497,2901
5825,3498,2902
2444,3500,2903
3552,3500,2904
4228,3500,2905
4464,3500,2906
6482,3500,2907
1073,3501,2908
6971,3501,2909
7618,3501,2910
167,3502,2911
790,3503,2912
1132,3504,2913
3157,3504,2914
5937,3505,2915
263,3507,2916
6144,3507,2917
75,3508,2918
6135,3508,2919
7005,3508,2920
7989,3508,2921
4610,3510,2922
581,3511,2923
3876,3511,2924
2356,3512,2925
1292,3513,2926
3977,3513,2927
6530,3513,2928
1930,3514,2929
2975,3514,2930
5293,3515,2931
139,3516,2932
2197,3516,2933
455,3517,2934
1417,3518,2935
4259,3518,2936
493,3519,2937
5920,3520,2938
1312,3522,2939
1046,3523,2940
3976,3524,2941
4783,3524,2942
7324,3524,2943
2550,3525,2944
2670,3525,2945
6428,3525,2946
1953,3526,2947
500,3527,2948
4433,3527,2949
3469,3528,2950
4861,3528,2951
7297,3528,2952
6234,3530,2953
3780,3532,2954
3967,3532,2955
6371,3533,2956
7540,3533,2957
2246,3534,2958
3985,3534,2959
4481,3534,2960
6083,3535,2961
281,3537,2962
1827,3538,2963
7284,3538,2964
1674,3539,2965
2775,3540,2966
3369,3541,2967
5247,3541,2968
3560,3542,2969
3651,3542,2970
5852,3542,2971
1041,3543,2972
6489,3543,2973
4758,3544,2974
1824,3545,2975
5470,3545,2976
6845,3545,2977
945,3546,2978
2558,3547,2979
4222,3548,2980
71,3550,2981
3932,3550,2982
1358,3551,2983
2391,3551,2984
2669,3551,2985
2977,3552,2986
782,3553,2987
6992,3553,2988
495,3554,2989
3966,3554,2990
4425,3554,2991
786,3555,2992
5310,3555,2993
382,3556,2994
481,3556,2995
912,3556,2996
285,3557,2997
2104,3558,2998
2986,3558,2999
2575,3559,3000
3507,3559,3001
5905,3559,3002
150,3560,3003
5883,3560,3004
7581,3560,3005
5598,3561,3006
7828,3561,3007
1098,3562,3008
1412,3562,3009
2084,3563,3010
2519,3563,3011
6966,3563,3012
507,3564,3013
1014,3564,3014
1290,3564,3015
1717,3564,3016
4926,3564,3017
271,3565,3018
4155,3566,3019
4435,3566,3020
5051,3569,3021
2501,3570,3022
6185,3570,3023
781,3571,3024
2533,3571,3025
3701,3571,3026
895,3572,3027
1242,3572,3028
4606,3572,3029
5585,3573,3030
726,3576,3031
1989,3577,3032
3532,3579,3033
4085,3579,3034
4070,3580,3035
5510,3580,3036
1386,3581,3037
6801,3582,3038
2795,3584,3039
5387,3584,3040
6675,3584,3041
7418,3584,3042
1261,3585,3043
5991,3585,3044
827,3586,3045
3858,3586,3046
3579,3588,3047
4675,3588,3048
5003,3588,3049
5125,3588,3050
5283,3588,3051
901,3589,3052
1981,3589,3053
2259,3589,3054
5706,3589,3055
3020,3590,3056
5831,3590,3057
3823,3591,3058
684,3594,3059
3457,3594,3060
3716,3596,3061
6175,3596,3062
1100,3597,3063
3372,3597,3064
3388,3597,3065
5568,3597,3066
6443,3597,3067
5686,3598,3068
6929,3598,3069
7818,3598,3070
7899,3598,3071
4984,3599,3072
5178,3599,3073
4847,3600,3074
7917,3600,3075
434,3601,3076
6610,3601,3077
6706,3601,3078
7402,3601,3079
2340,3603,3080
7682,3603,3081
3548,3604,3082
7463,3604,3083
3608,3605,3084
5545,3605,3085
6522,3605,3086
2769,3606,3087
5504,3606,3088
1916,3608,3089
7545,3608,3090
898,3609,3091
2918,3609,3092
3600,3609,3093
3954,3610,3094
4310,3610,3095
7130,3610,3096
7185,3610,3097
7306,3610,3098
1370,3611,3099
2461,3611,3100
2650,3611,3101
5056,3611,3102
3167,3612,3103
3490,3612,3104
4245,3612,3105
3224,3613,3106
3864,3613,3107
4126,3613,3108
5389,3613,3109
1466,3614,3110
140,3615,3111
366,3615,3112
3817,3615,3113
6008,3615,3114
4708,3616,3115
3470,3617,3116
4951,3617,3117
6218,3617,3118
521,3618,3119
2578,3618,3120
4683,3618,3121
4921,3618,3122
5855,3618,3123
6785,3618,3124
7797,3618,3125
386,3619,3126
605,3619,3127
1511,3619,3128
2888,3619,3129
6375,3619,3130
7872,3619,3131
6713,3620,3132
4279,3621,3133
4499,3621,3134
6318,3621,3135
6400,3621,3136
1037,3622,3137
859,3623,3138
3904,3623,3139
4754,3623,3140
7323,3623,3141
7840,3623,3142
168,3624,3143
5730,3624,3144
6962,3624,3145
2392,3625,3146
4254,3625,3147
4888,3625,3148
4947,3625,3149
5358,3625,3150
1725,3626,3151
2395,3626,3152
4976,3626,3153
367,3627,3154
904,3627,3155
3857,3627,3156
4065,3627,3157
4784,3628,3158
5008,3628,3159
6267,3628,3160
7308,3628,3161
7521,3628,3162
7674,3628,3163
1679,3629,3164
4360,3629,3165
4616,3629,3166
5067,3629,3167
636,3630,3168
3596,3630,3169
5200,3630,3170
6681,3630,3171
6959,3630,3172
5785,3631,3173
9,3632,3174
2098,3632,3175
5616,3632,3176
515,3633,3177
3893,3633,3178
4107,3633,3179
4654,3633,3180
6091,3633,3181
6329,3633,3182
3162,3634,3183
5345,3634,3184
6255,3634,3185
6976,3634,3186
2385,3635,3187
6045,3635,3188
976,3636,3189
1125,3636,3190
6648,3636,3191
7178,3636,3192
338,3637,3193
2620,3637,3194
1022,3638,3195
2953,3638,3196
5451,3638,3197
7040,3638,3198
7326,3638,3199
4090,3639,3200
5060,3639,3201
7143,3639,3202
7342,3639,3203
3125,3640,3204
4343,3640,3205
6645,3640,3206
162,3641,3207
3729,3641,3208
5033,3641,3209
6630,3643,3210
6769,3643,3211
3856,3644,3212
7578,3644,3213
4534,3645,3214
4914,3645,3215
5579,3645,3216
345,3646,3217
496,3646,3218
1090,3646,3219
4651,3647,3220
6147,3648,3221
7369,3648,3222
1616,3649,3223
1818,3649,3224
5171,3649,3225
5428,3649,3226
5978,3649,3227
2806,3650,3228
777,3652,3229
3011,3652,3230
3436,3652,3231
3715,3652,3232
3912,3652,3233
4931,3652,3234
7138,3652,3235
7221,3652,3236
3772,3653,3237
6313,3653,3238
2136,3654,3239
6246,3654,3240
1887,3655,3241
2116,3656,3242
3248,3656,3243
1520,3657,3244
4056,3657,3245
6739,3657,3246
6561,3659,3247
974,3660,3248
6237,3660,3249
7211,3661,3250
68,3662,3251
1527,3662,3252
1605,3662,3253
2048,3662,3254
5442,3662,3255
6333,3662,3256
2843,3663,3257
4588,3663,3258
7392,3664,3259
6632,3665,3260
6668,3666,3261
7429,3666,3262
3661,3667,3263
5968,3667,3264
6102,3667,3265
719,3668,3266
